has_spf,has_dkim,has_dmarc,domain_matches,auth_warn,has_suspect_subject,subject_is_uppercase,send_date_is_RFC2822_compliant,send_date_tz_is_valid,has_received_date,uppercase_body,script,images,https_only,mailto,links,bad_words_percentage,html,form,polarity,subjectivity,attachments,attach_is_executable,is_spam
False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,0.0,True,False,0.20909090909090908,0.5545454545454546,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.03775510204081632,0.6765731292517007,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1381010472370766,0.5739152554961376,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12192457664884133,0.5739152554961376,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1381010472370766,0.5709740790255494,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.06197390572390574,0.4729377104377105,False,False,1
False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.0,True,False,0.2,0.2,False,False,1
False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,0.0,True,False,0.24285714285714288,0.4452380952380952,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.28409090909090906,0.2823863636363636,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.18437499999999996,0.884375,False,False,1
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.0,False,False,0.2206709956709957,0.3946969696969697,False,False,1
False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,0.1,False,False,0.3,0.1,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.06666666666666667,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.5625,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.5625,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.2888888888888889,0.888888888888889,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.32725919913419915,0.5474421411921412,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0.0,False,False,0.5,0.5,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.43333333333333335,0.8333333333333334,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0.0,False,False,0.5,0.5,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.2888888888888889,0.888888888888889,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,0.0,False,False,0.21622222222222226,0.6127777777777778,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12500000000000003,0.8678571428571429,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.5,0.2125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04545454545454545,0.27651515151515155,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04545454545454545,0.27651515151515155,False,False,1
False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,False,False,0.31781250000000005,0.4946875,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.03333333333333333,0.3333333333333333,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.03775510204081632,0.6765731292517007,False,False,1
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,True,False,0.39785714285714285,0.5835714285714285,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0.0,False,False,0.375,0.625,False,False,1
False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,False,False,0.31781250000000005,0.4946875,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.23300264550264552,0.5804673721340388,False,False,1
False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,0.1,False,False,0.3,0.1,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.030325311942959007,0.44781639928698747,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.5625,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.007194244604316547,True,False,0.2733333333333333,0.5482539682539683,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.24237891737891729,0.5502706552706552,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04545454545454545,0.27651515151515155,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.06666666666666667,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12500000000000003,0.8678571428571429,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,0.0,False,False,0.382711038961039,0.5084415584415585,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,0.0,False,False,0.382711038961039,0.5084415584415585,False,False,1
False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,0.0022522522522522522,True,False,0.0,0.0,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.75,1.0,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.0773809523809524,0.6310019841269842,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.004310344827586207,True,False,0.2188555194805195,0.49075695138195147,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.6000000000000001,0.9,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.030325311942959007,0.44781639928698747,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.21515151515151518,0.4366161616161616,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.22837301587301587,0.5375496031746032,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.4375,0.7642857142857142,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.16875,0.49162414965986395,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.6000000000000001,0.9,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.43333333333333335,0.8333333333333334,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.030325311942959007,0.44781639928698747,False,False,1
False,True,False,True,False,True,False,True,True,True,False,False,True,False,False,True,0.0008517887563884157,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.01282051282051282,True,False,0.54375,0.5625,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12500000000000003,0.8678571428571429,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0.0,False,False,-0.16666666666666666,0.3333333333333333,False,False,1
True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.17679063360881545,0.4875344352617079,False,False,1
False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,0.1,False,False,0.3,0.1,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.18516854592435986,0.5129198966408269,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.007575757575757576,0.29071969696969696,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04396564854898189,0.3641831008497675,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.0773809523809524,0.6310019841269842,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12500000000000003,0.8678571428571429,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,1.0,0.3,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.007575757575757576,0.29071969696969696,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.0,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.05,0.225,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04545454545454545,0.27651515151515155,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,1.0,0.3,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,True,False,True,0.0,True,False,0.3001185208596714,0.6297408343868518,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.14166666666666666,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.06818181818181818,0.2897727272727273,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.4337024087024088,0.34809634809634826,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12911255411255412,0.5792980828695116,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12500000000000003,0.8678571428571429,False,False,1
False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.002770083102493075,True,False,0.0,0.75,False,False,1
False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,0.0,False,False,0.11388888888888889,0.4246632996632997,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.09484848484848483,0.5516264687693259,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.010362694300518135,True,False,0.12881944444444446,0.3090277777777778,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04545454545454545,0.27651515151515155,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.0773809523809524,0.6310019841269842,False,False,1
False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.0,False,False,0.21622222222222226,0.6127777777777778,False,False,1
False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.0,False,False,0.21622222222222226,0.6127777777777778,False,False,1
False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.0,False,False,0.21622222222222226,0.6127777777777778,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,0.0,False,False,0.21622222222222226,0.6127777777777778,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,0.0,False,False,0.21622222222222226,0.6127777777777778,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.18891636464310885,0.5057107621061108,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.14166666666666666,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.0773809523809524,0.6310019841269842,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.4337024087024088,0.34809634809634826,False,False,1
False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,True,0.0,False,False,0.3,0.6599999999999999,False,False,1
False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,True,0.0,False,False,0.3,0.6599999999999999,False,False,1
False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,True,0.0,False,False,0.3,0.6599999999999999,False,False,1
False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.0,False,False,0.2652777777777778,0.4777777777777777,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.375,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.21515151515151518,0.4366161616161616,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,0.0,True,False,0.3,0.58125,False,False,1
False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,0.0,True,False,0.06041666666666669,0.7520833333333332,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.20227272727272727,0.3,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.2888888888888889,0.5555555555555556,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.17479727178325316,0.5118370959258812,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.17479727178325316,0.5118370959258812,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.17479727178325316,0.5118370959258812,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1774726333098427,0.5136425047820399,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1774726333098427,0.5136425047820399,False,False,1
False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,False,False,0.07124594155844155,0.40846861471861473,False,False,1
False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,0.0,False,False,0.0375,0.3875,False,False,1
False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.00684931506849315,True,False,0.25,0.48333333333333334,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0.0,False,False,0.047549019607843135,0.3225490196078432,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.15634920634920638,0.4428571428571428,False,False,1
False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.006944444444444444,True,False,0.25,0.48333333333333334,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12500000000000003,0.8678571428571429,False,False,1
False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,0.0,True,False,0.06041666666666669,0.7520833333333332,False,False,1
False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,0.0,True,False,0.06041666666666669,0.7520833333333332,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.0773809523809524,0.6310019841269842,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.07760662177328843,0.4378605499438834,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.019823232323232323,0.500945165945166,False,False,1
False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.006944444444444444,True,False,0.16666666666666666,0.4777777777777778,False,False,1
False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.006944444444444444,True,False,0.16666666666666666,0.4777777777777778,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1840909090909091,0.4323863636363636,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.4228598484848486,0.34189393939393964,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.4375,0.7642857142857142,False,False,1
False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.0,0.0,False,False,1
False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.0,0.0,False,False,1
False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.15,0.41,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,0.0,False,False,0.125,0.55,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.4558469308469309,0.34413364413364433,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.11011718166890576,0.435542618301239,False,False,1
True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.1427834576770747,0.43668953977464614,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0012642225031605564,True,False,-0.009146940529919254,0.2712128887660803,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.4228598484848486,0.34189393939393964,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.01,True,False,0.12881944444444446,0.3090277777777778,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.5007575757575757,0.7803030303030304,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.0773809523809524,0.6310019841269842,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1840909090909091,0.4323863636363636,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.2888888888888889,0.5555555555555556,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,0.0,True,False,0.31962121212121214,0.5411580086580087,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.009950248756218905,True,False,0.13429487179487182,0.33141025641025645,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.07142857142857145,0.5920787545787547,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04545454545454545,0.27651515151515155,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,0.0,False,False,-0.028571428571428574,0.34285714285714286,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.21515151515151518,0.4366161616161616,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.17479727178325316,0.5118370959258812,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.4558469308469309,0.34413364413364433,False,False,1
False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.17145892079378328,0.5128649866952621,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12500000000000003,0.8678571428571429,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.005128205128205128,True,False,0.1349992108585859,0.4507844065656566,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.14493055555555556,0.5141840277777778,False,False,1
False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.0,0.0,False,False,1
False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,0.0,True,False,0.325,0.4916666666666667,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.12500000000000003,0.8678571428571429,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.2324086286976912,0.47682178932178937,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.07142857142857145,0.5920787545787547,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.29370370370370374,0.500462962962963,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04545454545454545,0.27651515151515155,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,0.0002942907592701589,True,False,0.21593552946292668,0.40886062187432054,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.0,0.0,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.5,0.4714285714285715,False,False,1
False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.13636363636363635,0.45454545454545453,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.43333333333333335,0.8333333333333334,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.14255555555555552,0.5458888888888889,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.4558469308469309,0.34413364413364433,False,False,1
False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,False,False,0.2,0.2,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.4558469308469309,0.34413364413364433,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.14255555555555552,0.5458888888888889,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1,0.325,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.0,0.125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.0773809523809524,0.6310019841269842,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.10909090909090909,0.45738636363636365,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.0773809523809524,0.6310019841269842,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1,0.325,False,False,1
False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,False,False,0.48200000000000004,0.636,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.024333333333333335,0.586797619047619,False,False,1
False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.0,0.0,False,False,1
False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.0,0.0,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.02346938775510205,0.6122874149659864,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.4,0.7,False,False,1
False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,0.0,False,False,-0.012878787878787873,0.2946969696969697,False,False,1
False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,0.0,False,False,-0.012878787878787873,0.2946969696969697,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.5,0.2125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.4,0.7,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1,0.325,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.5,0.2125,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.2425,0.6508333333333334,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.05,0.3625,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04545454545454545,0.27651515151515155,False,False,1
False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.02346938775510205,0.6122874149659864,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.4202380952380952,0.7107142857142857,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.04545454545454545,0.27651515151515155,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,0.1,0.325,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.2583333333333333,0.623148148148148,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,0.0,False,False,0.2,0.6875,False,False,1
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,True,False,0.0,0.19999999999999998,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,0.0,False,False,0.2,0.6875,False,False,1
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,0.0,False,False,0.2,0.6875,False,False,1
False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,0.0,True,False,-0.05,0.3625,False,False,1
False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,0.0,True,False,0.028051948051948054,0.3420779220779221,False,False,1
False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.0,0.0,False,False,1
False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,0.0,True,False,0.0,0.0,False,False,1
